Star ID,NGC,Paper,Author Reference,RAJ2000,DEJ2000,Distance (pc),neg_sigma_dist,pos_sigma_dist,Vmag,Vmag_abs,Bmag,Bmag_abs,Imag,Imag_abs,Kmag,Kmag_abs,Teff,logg,age_Kruijssen,Fe/H,Fe/H_e,Fe/H_o,O/Fe,O/Fe_e,Na/Fe,Na/Fe_e,F275W,F275W_abs,F275W_e,F336W,F336W_abs,F336W_e,F438W,F438W_abs,F438W_e,F606W,F606W_abs,F606W_e,F814W,F814W_abs,F814W_e
R0001396,1851,Carretta,29037,78.51044167,-40.06067222,11951,-133,134,14.991,-0.396021232,16.02,0.632978768,,,,,,,10.49,,,-1.1,-0.26,,0.62,,19.1852,3.798178768,0.0084,16.9397,1.552678768,0.0103,16.0821,0.695078768,0.0,14.7548,-0.632221232,0.0,13.8819,-1.505121232,0.0
R0001499,1851,Carretta,29203,78.49517083,-40.06016111,11951,-133,134,15.115,-0.272021232,16.162,0.774978768,,,,,,,10.49,,,-1.1,-0.44,,0.49,,19.348,3.960978768,0.0,,,,,,,14.8343,-0.552721232,0.0,13.9686,-1.418421232,0.0
R0001521,1851,Carretta,29223,78.5447125,-40.05998056,11951,-133,134,16.362,0.974978768,17.17,1.782978768,,,,,,,10.49,,,-1.1,-0.18,,0.37,,19.3038,3.916778768,0.0134,17.5822,2.195178768,0.0027,17.2475,1.860478768,0.0012,16.0912,0.704178768,0.0,15.3396,-0.047421232,0.0
R0001876,1851,Carretta,29719,78.5657,-40.05832778,11951,-133,134,14.166,-1.221021232,15.33,-0.057021232,,,,,,,10.49,,,-1.1,0.04,,0.29,,,,,,,,,,,13.9255,-1.461521232,0.0,12.9544,-2.432621232,0.0
R0002302,1851,Carretta,30315,78.5028875,-40.056725,11951,-133,134,14.551,-0.836021232,15.611,0.223978768,,,,,,,10.49,,,-1.1,0.29,,-0.09,,19.1878,3.800778768,0.016,16.6065,1.219478768,0.0034,15.7198,0.332778768,0.0,14.2661,-1.120921232,0.0,13.3734,-2.013621232,0.0
R0002748,1851,Carretta,30732,78.5492375,-40.05530556,11951,-133,134,16.964,1.576978768,17.705,2.317978768,,,,,,,10.49,,,-1.1,0.33,,-0.17,,19.608,4.220978768,0.0082,17.9428,2.555778768,0.009,17.8026,2.415578768,0.0053,16.7256,1.338578768,0.0,16.0086,0.621578768,0.0
R0003699,1851,Carretta,31463,78.573275,-40.05297778,11951,-133,134,17.031,1.643978768,17.774,2.386978768,,,,,,,10.49,,,-1.1,,,-0.13,,,,,,,,,,,16.8791,1.492078768,0.0,16.152,0.764978768,0.0
R0003744,1851,Carretta,31520,78.5535625,-40.05288611,11951,-133,134,16.158,0.770978768,16.998,1.610978768,,,,,,,10.49,,,-1.1,0.02,,0.54,,19.3117,3.924678768,0.0077,17.5709,2.183878768,0.0064,17.1161,1.729078768,0.0016,15.9166,0.529578768,0.0,15.1505,-0.236521232,0.0
R0003861,1851,Carretta,31624,78.50730833,-40.05266389,11951,-133,134,15.645,0.257978768,16.535,1.147978768,,,,,,,10.49,,,-1.1,-0.08,,0.27,,19.1729,3.785878768,0.0137,17.1802,1.793178768,0.0052,16.651,1.263978768,0.0016,15.3969,0.009878768,0.0,14.5891,-0.797921232,0.0
R0004999,1851,Carretta,32243,78.48395417,-40.05068056,11951,-133,134,16.45,1.062978768,17.3,1.912978768,,,,,,,10.49,,,-1.1,0.11,,0.09,,,,,,,,,,,16.1936,0.806578768,0.0,15.4386,0.051578768,0.0
R0005135,1851,Carretta,32256,78.56599583,-40.05045556,11951,-133,134,16.109,0.721978768,16.947,1.559978768,,,,,,,10.49,,,-1.1,0.07,,-0.05,,,,,,,,,,,15.8705,0.483478768,0.0,15.0919,-0.295121232,0.0
R0005788,1851,Carretta,32607,78.49959583,-40.04951389,11951,-133,134,16.253,0.865978768,17.064,1.676978768,,,,,,,10.49,,,-1.1,,,0.32,,19.3127,3.925678768,0.0081,17.538,2.150978768,0.0024,17.1729,1.785878768,0.0,16.0088,0.621778768,0.0,15.2477,-0.139321232,0.0
R0007981,1851,Carretta,33385,78.56249583,-40.04686389,11951,-133,134,14.893,-0.494021232,15.906,0.518978768,,,,,,,10.49,,,-1.1,,,0.11,,,,,,,,,,,14.6043,-0.782721232,0.0,13.717,-1.670021232,0.0
R0010895,1851,Carretta,34631,78.5009,-40.04339722,11951,-133,134,15.235,-0.152021232,16.183,0.795978768,,,,,,,10.49,,,-1.1,-0.14,,0.25,,19.1044,3.717378768,0.0156,16.9714,1.584378768,0.0061,16.2698,0.882778768,0.0,14.9489,-0.438121232,0.0,14.1001,-1.286921232,0.0
R0013314,1851,Carretta,35999,78.550325,-40.03895278,11951,-133,134,14.971,-0.416021232,15.962,0.574978768,,,,,,,10.49,,,-1.1,-0.23,,0.54,,19.1622,3.775178768,0.0104,16.9,1.512978768,0.0035,16.0909,0.703878768,0.0,14.6927,-0.694321232,0.0,13.8112,-1.575821232,0.0
R0013930,1851,Carretta,36584,78.56057917,-40.03708889,11951,-133,134,14.446,-0.941021232,15.585,0.197978768,,,,,,,10.49,,,-1.1,,,-0.15,,19.6033,4.216278768,0.007,,,,,,,14.1398,-1.247221232,0.0,13.1858,-2.201221232,0.0
R0014679,1851,Carretta,37401,78.54864167,-40.03456944,11951,-133,134,16.083,0.695978768,16.897,1.509978768,,,,,,,10.49,,,-1.1,0.1,,0.26,,19.1811,3.794078768,0.0152,17.4163,2.029278768,0.0041,17.0294,1.642378768,0.0002,15.8277,0.440678768,0.0,15.0781,-0.308921232,0.0
R0014905,1851,Carretta,37759,78.49905,-40.0336,11951,-133,134,14.597,-0.790021232,15.678,0.290978768,,,,,,,10.49,,,-1.1,-0.36,,0.43,,19.3413,3.954278768,0.0146,16.8478,1.460778768,0.0075,15.8024,0.415378768,0.0,14.2981,-1.088921232,0.0,13.3736,-2.013421232,0.0
R0015322,1851,Carretta,38484,78.5097375,-40.03133333,11951,-133,134,15.837,0.449978768,16.727,1.339978768,,,,,,,10.49,,,-1.1,-0.12,,0.54,,19.3252,3.938178768,0.0147,17.434,2.046978768,0.0095,16.8451,1.458078768,0.0052,15.5804,0.193378768,0.0,14.7733,-0.613721232,0.0
R0015479,1851,Carretta,38794,78.53718333,-40.03032778,11951,-133,134,15.469,0.081978768,16.428,1.040978768,,,,,,,10.49,,,-1.1,0.05,,0.22,,19.4007,4.013678768,0.0127,17.2185,1.831478768,0.0084,16.5996,1.212578768,0.0015,15.1997,-0.187321232,0.0,14.3583,-1.028721232,0.0
R0015727,1851,Carretta,39431,78.54617917,-40.02814444,11951,-133,134,15.417,0.029978768,16.317,0.929978768,,,,,,,10.49,,,-1.1,-0.09,,0.26,,19.1266,3.739578768,0.0096,17.0594,1.672378768,0.0084,16.4277,1.040678768,0.0,15.1382,-0.248821232,0.0,14.296,-1.091021232,0.0
R0015840,1851,Carretta,39817,78.51387917,-40.02689722,11951,-133,134,15.468,0.080978768,16.371,0.983978768,,,,,,,10.49,,,-1.1,-0.03,,-0.14,,19.2355,3.848478768,0.0143,16.9984,1.611378768,0.0017,16.4933,1.106278768,0.0,15.2068,-0.180221232,0.0,14.3652,-1.021821232,0.0
R0015854,1851,Carretta,39847,78.54109167,-40.02673611,11951,-133,134,13.908,-1.479021232,15.192,-0.195021232,,,,,,,10.49,,,-1.1,-0.32,,0.49,,19.6795,4.292478768,0.034,16.8216,1.434578768,0.0065,15.345,-0.042021232,0.0,13.5404,-1.846621232,0.0,12.4891,-2.897921232,0.0
R0015910,1851,Carretta,40003,78.51914583,-40.02619444,11951,-133,134,15.048,-0.339021232,16.034,0.646978768,,,,,,,10.49,,,-1.1,,,0.0,,19.3292,3.942178768,0.0158,16.8709,1.483878768,0.0031,16.1562,0.769178768,0.0,14.7611,-0.625921232,0.0,13.8768,-1.510221232,0.0
R0015997,1851,Carretta,40300,78.53049167,-40.02510833,11951,-133,134,15.533,0.145978768,16.414,1.026978768,,,,,,,10.49,,,-1.1,,,0.33,,19.1131,3.726078768,0.0121,17.1044,1.717378768,0.0042,16.5376,1.150578768,0.0028,15.2567,-0.130321232,0.0,14.4285,-0.958521232,0.0
R0016075,1851,Carretta,40615,78.51845833,-40.023925,11951,-133,134,15.156,-0.231021232,16.114,0.726978768,,,,,,,10.49,,,-1.1,-0.25,,0.41,,19.1615,3.774478768,0.0114,16.9438,1.556778768,0.0,16.2125,0.825478768,0.0,14.8686,-0.518421232,0.0,13.9987,-1.388321232,0.0
R0016143,1851,Carretta,40868,78.51173333,-40.02305833,11951,-133,134,13.533,-1.854021232,15.025,-0.362021232,,,,,,,10.49,,,-1.1,0.05,,0.35,,20.0152,4.628178768,0.0066,,,,,,,13.1319,-2.255121232,0.0,11.9767,-3.410321232,0.0
R0016222,1851,Carretta,41198,78.53244167,-40.02176389,11951,-133,134,14.793,-0.594021232,15.829,0.441978768,,,,,,,10.49,,,-1.1,0.28,,0.13,,19.3426,3.955578768,0.0114,16.7912,1.404178768,0.0032,15.9617,0.574678768,0.0,14.4842,-0.902821232,0.0,13.5782,-1.808821232,0.0
R0016470,1851,Carretta,43136,78.5208,-40.01341111,11951,-133,134,17.02,1.632978768,17.771,2.383978768,,,,,,,10.49,,,-1.1,0.24,,0.29,,,,,,,,,,,16.7743,1.387278768,0.0,16.031,0.643978768,0.0
R0040813,2808,Carretta,7315,137.9940875,-64.82496667,10060,-111,112,,,,,,,,,4459.0,1.45,10.9,-1.138,0.086,-1.14,0.352,,-0.15,,,,,,,,,,,14.4365,-0.576489904,0.0,13.4439,-1.569089904,0.0
R0000034,2808,Carretta,41828,138.03565,-64.90018611,10060,-111,112,,,,,,,,,4404.0,1.36,10.9,-1.107,0.096,-1.14,0.044,,0.205,,,,,,,,,,,14.2229,-0.790089904,0.0,13.1185,-1.894489904,0.0
R0000502,2808,Carretta,43194,138.0460375,-64.89269722,10060,-111,112,,,,,,,,,4445.0,1.43,10.9,-1.106,0.065,-1.14,,,0.349,,,,,,,,,,,14.3142,-0.698789904,0.0,13.2472,-1.765789904,0.0
R0000536,2808,Carretta,43247,138.0421583,-64.89240278,10060,-111,112,,,,,,,,,4489.0,1.5,10.9,-1.131,0.085,-1.14,-0.539,,0.406,,,,,,,,,,,14.5152,-0.497789904,0.0,13.4735,-1.539489904,0.0
R0001705,2808,Carretta,44526,138.04575,-64.88609722,10060,-111,112,,,,,,,,,4742.0,1.96,10.9,-1.169,0.093,-1.14,-0.596,,0.87,,,,,,,,,,,15.2311,0.218110096,0.0,14.2738,-0.739189904,0.0
R0001890,2808,Carretta,44665,138.0636625,-64.88538056,10060,-111,112,,,,,,,,,4299.0,1.18,10.9,-1.141,0.083,-1.14,0.042,,0.302,,,,,,,,,,,13.9258,-1.087189904,0.0,12.7951,-2.217889904,0.0
R0002388,2808,Carretta,44996,137.9848333,-64.88384722,10060,-111,112,,,,,,,,,4348.0,1.26,10.9,-1.144,0.073,-1.14,0.156,,0.217,,20.2288,5.215810096,0.0111,17.2495,2.236510096,0.0145,15.911,0.898010096,0.0,14.0652,-0.947789904,0.0,12.9362,-2.076789904,0.0
R0003347,2808,Carretta,45530,138.0143167,-64.88132222,10060,-111,112,,,,,,,,,4490.0,1.5,10.9,-1.127,0.093,-1.14,,,0.375,,19.6676,4.654610096,0.0177,17.2588,2.245810096,0.0051,16.1618,1.148810096,0.0049,14.4589,-0.554089904,0.0,13.4163,-1.596689904,0.0
R0005512,2808,Carretta,46422,137.9837217,-64.87719333,10060,-111,112,,,,,,,,,3888.0,0.44,10.9,-1.184,0.061,-1.14,0.34,,0.061,,20.7483,5.735310096,0.0198,17.6332,2.620210096,0.0201,15.4386,0.425610096,0.0,12.8163,-2.196689904,0.0,11.0615,-3.951489904,0.0
R0099822,2808,Carretta,46580,137.9841267,-64.87649639,10060,-111,112,,,,,,,,,4040.0,0.78,10.9,-1.13,0.115,-1.14,0.262,,0.212,,21.327,6.314010096,0.0492,18.2818,3.268810096,0.0392,,,,,,,,,
R0006246,2808,Carretta,46663,138.07125,-64.87609722,10060,-111,112,,,,,,,,,4433.0,1.41,10.9,-1.098,0.077,-1.14,-0.875,,0.522,,19.611,4.598010096,0.0,,,,,,0.0,14.2694,-0.743589904,0.0,13.1982,-1.814789904,0.0
R0006958,2808,Carretta,46868,138.0407625,-64.875125,10060,-111,112,,,,,,,,,4493.0,1.54,10.9,-1.15,0.091,-1.14,0.28,,0.065,,20.1753,5.162310096,0.0134,17.3947,2.381710096,0.0107,16.4081,1.395110096,0.0069,14.4901,-0.522889904,0.0,13.4276,-1.585389904,0.0
R0007141,2808,Carretta,46924,138.0191708,-64.87488611,10060,-111,112,,,,,,,,,4521.0,1.55,10.9,-1.155,0.098,-1.14,0.156,,0.233,,19.9596,4.946610096,0.0164,17.3052,2.292210096,0.0353,16.2513,1.238310096,0.0071,14.4655,-0.547489904,0.0,13.4247,-1.588289904,0.0
R0007667,2808,Carretta,47071,137.9855,-64.87419167,10060,-111,112,,,,,,,,,4437.0,1.41,10.9,-1.132,0.079,-1.14,,,0.37,,19.7245,4.711510096,0.0112,17.221,2.208010096,0.0063,16.0601,1.047110096,0.0072,14.3456,-0.667389904,0.0,13.2853,-1.727689904,0.0
R0009083,2808,Carretta,47421,137.9851583,-64.872575,10060,-111,112,,,,,,,,,4272.0,1.14,10.9,-1.117,0.1,-1.14,0.012,,0.281,,20.2776,5.264610096,0.0172,17.2407,2.227710096,0.0054,15.7668,0.753810096,0.0,13.8601,-1.152889904,0.0,12.6939,-2.319089904,0.0
R0009902,2808,Carretta,47606,138.0277381,-64.87172917,10060,-111,112,,,,,,,,,3864.0,0.44,10.9,-1.118,0.081,-1.14,0.335,,0.127,,20.8929,5.879910096,0.0304,17.8754,2.862410096,0.0109,15.5767,0.563710096,0.0,12.9429,-2.070089904,0.0,11.5102,-3.502789904,0.0
R0010025,2808,Carretta,47638,138.0154125,-64.87160556,10060,-111,112,,,,,,,,,4327.0,1.32,10.9,-1.149,0.053,-1.14,,,0.49,,19.8135,4.800510096,0.0254,17.2078,2.194810096,0.005,15.88,0.867010096,0.0016,13.9768,-1.036189904,0.0,12.8815,-2.131489904,0.0
R0010130,2808,Carretta,47667,138.0395583,-64.87151389,10060,-111,112,,,,,,,,,4359.0,1.28,10.9,-1.098,0.081,-1.14,,,0.361,,19.8871,4.874110096,0.0185,17.2999,2.286910096,0.0047,15.9785,0.965510096,0.0144,,,,12.9792,-2.033789904,0.0
R0011736,2808,Carretta,48011,137.9500458,-64.87006667,10060,-111,112,,,,,,,,,4360.0,1.28,10.9,-1.123,0.093,-1.14,-0.726,,0.654,,,,,,,,,,,,,,13.0024,-2.010589904,0.0
R0013896,2808,Carretta,48424,138.0275792,-64.86829722,10060,-111,112,,,,,,,,,4374.0,1.35,10.9,-1.172,0.078,-1.14,0.19,,0.196,,20.2211,5.208110096,0.0199,17.3742,2.361210096,0.0278,16.1422,1.129210096,0.0126,14.1832,-0.829789904,0.0,13.096,-1.916989904,0.0
R0014977,2808,Carretta,48609,138.0693514,-64.86747861,10060,-111,112,,,,,,,,,3863.0,0.44,10.9,-1.135,0.082,-1.14,0.376,,0.066,,20.8357,5.822710096,0.0222,17.631,2.618010096,0.0094,15.3704,0.357410096,0.0,12.8287,-2.184289904,0.0,11.4209,-3.592089904,0.0
R0018094,2808,Carretta,49122,137.9808125,-64.86524444,10060,-111,112,,,,,,,,,4570.0,1.63,10.9,-1.171,0.102,-1.14,0.162,,0.296,,19.8701,4.857110096,0.0221,17.3095,2.296510096,0.0095,16.3433,1.330310096,0.0066,14.6187,-0.394289904,0.0,13.5967,-1.416289904,0.0
R0021965,2808,Carretta,49753,138.0287333,-64.86263056,10060,-111,112,,,,,,,,,4321.0,1.21,10.9,-1.18,0.066,-1.14,0.029,,0.244,,20.5956,5.582610096,0.0206,17.6249,2.611910096,0.0075,16.2955,1.282510096,0.0067,14.0165,-0.996489904,0.0,12.8641,-2.148889904,0.0
R0027538,2808,Carretta,50685,138.0578208,-64.85852778,10060,-111,112,,,,,,,,,4414.0,1.39,10.9,-1.134,0.099,-1.14,0.415,,-0.036,,19.9798,4.966810096,0.0184,17.1602,2.147210096,0.0045,15.9963,0.983310096,0.0066,14.1752,-0.837789904,0.0,13.1,-1.912989904,0.0
R0027893,2808,Carretta,50761,137.9878039,-64.85824333,10060,-111,112,,,,,,,,,3895.0,0.31,10.9,-1.173,0.084,-1.14,0.282,,0.281,,20.6274,5.614410096,0.0163,17.8313,2.818310096,0.0076,15.4643,0.451310096,0.0,13.2291,-1.783889904,0.0,11.7115,-3.301489904,0.0
R0028506,2808,Carretta,50866,137.976125,-64.85775833,10060,-111,112,,,,,,,,,4441.0,1.42,10.9,-1.131,0.065,-1.14,,,0.497,,19.6358,4.622810096,0.0158,17.226,2.213010096,0.0143,16.0534,1.040410096,0.0042,,,,13.2493,-1.763689904,0.0
R0030472,2808,Carretta,51256,137.9799792,-64.85603889,10060,-111,112,,,,,,,,,4428.0,1.4,10.9,-1.155,0.079,-1.14,0.024,,0.25,,19.9409,4.927910096,0.0094,17.2369,2.223910096,0.0032,16.0287,1.015710096,0.0107,,,,13.1651,-1.847889904,0.0
R0031387,2808,Carretta,51454,138.0094644,-64.8551425,10060,-111,112,,,,,,,,,3900.0,0.51,10.9,-1.178,0.069,-1.14,0.374,,0.084,,20.1433,5.130310096,0.0182,17.5222,2.509210096,0.0056,15.4538,0.440810096,0.0,12.3361,-2.676889904,0.0,10.8173,-4.195689904,0.0
R0031591,2808,Carretta,51499,138.0306233,-64.85494444,10060,-111,112,,,,,,,,,3935.0,0.57,10.9,-1.214,0.074,-1.14,0.357,,0.098,,20.6909,5.677910096,0.0238,17.4914,2.478410096,0.0089,15.4366,0.423610096,0.0,12.972,-2.040989904,0.0,11.6216,-3.391389904,0.0
R0032199,2808,Carretta,51646,137.9597625,-64.85427778,10060,-111,112,,,,,,,,,4778.0,2.0,10.9,-1.121,0.07,-1.14,,,0.649,,19.3948,4.381810096,0.0712,17.4427,2.429710096,0.0068,16.7131,1.700110096,0.0046,15.2545,0.241510096,0.0,14.2848,-0.728189904,0.0
R0033252,2808,Carretta,51918,138.0355,-64.85306944,10060,-111,112,,,,,,,,,4264.0,1.14,10.9,-1.137,0.084,-1.14,-0.595,,0.448,,19.9021,4.889110096,0.0152,17.2702,2.257210096,0.0039,15.8224,0.809410096,0.0,13.8604,-1.152589904,0.0,12.7324,-2.280589904,0.0
R0033484,2808,Carretta,51983,138.0104325,-64.85279667,10060,-111,112,,,,,,,,,3884.0,0.48,10.9,-1.148,0.078,-1.14,-0.125,,0.419,,20.335,5.322010096,0.017,17.6436,2.630610096,0.0077,15.4774,0.464410096,0.0,12.9845,-2.028489904,0.0,11.5788,-3.434189904,0.0
R0033603,2808,Carretta,52006,138.075425,-64.85264444,10060,-111,112,,,,,,,,,4349.0,1.27,10.9,-1.12,0.09,-1.14,-0.913,,0.639,,,,,,,,,,,13.9812,-1.031789904,0.0,12.9237,-2.089289904,0.0
R0033840,2808,Carretta,52083,138.0357208,-64.85234444,10060,-111,112,,,,,,,,,4725.0,1.87,10.9,-1.126,0.069,-1.14,,,0.17,,19.7228,4.709810096,0.0309,17.4489,2.435910096,0.011,16.6786,1.665610096,0.0035,15.1575,0.144510096,0.0,14.1567,-0.856289904,0.0
R0035565,2808,Carretta,52647,138.051175,-64.84988611,10060,-111,112,,,,,,,,,4461.0,1.45,10.9,-1.111,0.099,-1.14,0.259,,0.078,,20.0013,4.988310096,0.03,17.2035,2.190510096,0.01,16.1345,1.121510096,0.0067,14.3716,-0.641389904,0.0,13.3018,-1.711189904,0.0
R0036948,2808,Carretta,53209,137.9969833,-64.8474,10060,-111,112,,,,,,,,,4379.0,1.32,10.9,-1.151,0.078,-1.14,-0.439,,0.462,,19.8807,4.867710096,0.0181,17.2257,2.212710096,0.0076,15.9271,0.914110096,0.0069,14.1039,-0.909089904,0.0,13.0059,-2.007089904,0.0
R0037117,2808,Carretta,53284,138.0061958,-64.84704167,10060,-111,112,,,,,,,,,4082.0,0.81,10.9,-1.147,0.089,-1.14,0.341,,-0.111,,20.3694,5.356410096,0.0234,17.2156,2.202610096,0.0055,15.4434,0.430410096,0.0,13.2304,-1.782589904,0.0,11.9997,-3.013289904,0.0
R0037787,2808,Carretta,53629,138.02745,-64.84552778,10060,-111,112,,,,,,,,,4703.0,1.89,10.9,-1.113,0.082,-1.14,0.344,,-0.082,,19.9529,4.939910096,0.022,17.5071,2.494110096,0.0086,16.8276,1.814610096,0.0133,15.1009,0.087910096,0.0,14.1039,-0.909089904,0.0
R0039175,2808,Carretta,54644,138.0087208,-64.84114722,10060,-111,112,,,,,,,,,4712.0,1.88,10.9,-1.168,0.099,-1.14,0.344,,-0.089,,19.725,4.712010096,0.0173,17.3135,2.300510096,0.0125,16.6031,1.590110096,0.012,15.0843,0.071310096,0.0,14.0822,-0.930789904,0.0
R0039338,2808,Carretta,54789,138.0017667,-64.84043611,10060,-111,112,,,,,,,,,4315.0,1.21,10.9,-1.13,0.075,-1.14,,,0.759,,19.78,4.767010096,0.0179,17.1886,2.175610096,0.0051,15.8291,0.816110096,0.0,13.9238,-1.089189904,0.0,12.8315,-2.181489904,0.0
R0039886,2808,Carretta,55354,138.0430583,-64.83780833,10060,-111,112,,,,,,,,,4486.0,1.49,10.9,-1.096,0.094,-1.14,-0.082,,0.339,,19.7826,4.769610096,0.0226,17.2806,2.267610096,0.0108,16.1689,1.155910096,0.0094,14.4609,-0.552089904,0.0,13.4042,-1.608789904,0.0
R0334321,2808,Carretta,55822,138.0507375,-64.83553611,10060,-111,112,,,,,,,,,4759.0,1.97,10.9,-1.108,0.072,-1.14,-0.644,,0.608,,19.4003,4.387310096,0.0136,17.4286,2.415610096,0.0094,16.6989,1.685910096,0.0164,,,,,,
R0000134,3201,Carretta,538979,154.4123417,-46.43891111,4737,-42,43,15.354,1.976483076,16.336,2.958483076,,,12.318,-1.059516924,4836.0,2.39,11.25,-1.588,0.133,-1.42,,,-0.226,0.2,,,,,,,,,,15.0246,1.647083076,0.0,14.0312,0.653683076,0.0
R0000135,3201,Carretta,539003,154.4293917,-46.43887778,4737,-42,43,14.351,0.973483076,15.425,2.047483076,,,11.144,-2.233516924,4626.0,1.9,11.25,-1.471,0.173,-1.42,0.041,,0.098,0.017,,,,,,,,,,13.9544,0.576883076,0.0,12.8936,-0.483916924,0.0
R0000476,3201,Carretta,542486,154.3862333,-46.42919167,4737,-42,43,14.784,1.406483076,15.73,2.352483076,,,11.855,-1.522516924,4753.0,2.22,11.25,-1.551,0.128,-1.42,-0.032,,0.309,0.034,18.0742,4.696683076,0.007,16.2723,2.894783076,0.0099,15.7886,2.411083076,0.0046,14.4003,1.022783076,0.0,13.4454,0.067883076,0.0
R0000657,3201,Carretta,543664,154.4214375,-46.42604444,4737,-42,43,14.814,1.436483076,15.864,2.486483076,,,11.767,-1.610516924,4737.0,2.17,11.25,-1.457,0.105,-1.42,,,-0.103,0.063,18.454,5.076483076,0.0065,16.3893,3.011783076,0.0023,15.9291,2.551583076,0.0009,14.443,1.065483076,0.0,13.4388,0.061283076,0.0
R0000690,3201,Carretta,543863,154.4391792,-46.42548333,4737,-42,43,13.668,0.290483076,14.861,1.483483076,,,10.414,-2.963516924,4495.0,1.61,11.25,-1.562,0.141,-1.42,,,-0.246,0.094,18.1603,4.782783076,0.0293,15.7515,2.373983076,0.0281,14.9833,1.605783076,0.0,13.3098,-0.067716924,0.0,12.2064,-1.171116924,0.0
R0000761,3201,Carretta,544181,154.37665,-46.42443333,4737,-42,43,14.796,1.418483076,15.767,2.389483076,,,11.908,-1.469516924,4763.0,2.25,11.25,-1.541,0.139,-1.42,0.049,0.247,0.249,0.082,18.1591,4.781583076,0.0036,16.3086,2.931083076,0.0102,15.8346,2.457083076,0.0022,14.4166,1.039083076,0.0,13.4613,0.083783076,0.0
R0000897,3201,Carretta,544916,154.399425,-46.42249444,4737,-42,43,14.652,1.274483076,15.642,2.264483076,,,11.741,-1.636516924,4733.0,2.18,11.25,-1.432,0.143,-1.42,0.385,0.005,-0.196,0.072,18.1686,4.791083076,0.0144,16.1506,2.773083076,0.0029,15.7139,2.336383076,0.0051,14.2951,0.917583076,0.0,13.3216,-0.055916924,0.0
R0000968,3201,Carretta,545181,154.358325,-46.42171389,4737,-42,43,15.051,1.673483076,16.001,2.623483076,,,12.166,-1.211516924,4809.0,2.35,11.25,-1.496,0.222,-1.42,,,-0.247,0.047,,,,,,,,,,14.6817,1.304183076,0.0,13.7147,0.337183076,0.0
R0001412,3201,Carretta,547469,154.3873667,-46.41588889,4737,-42,43,15.681,2.303483076,16.566,3.188483076,,,12.982,-0.395516924,4955.0,2.7,11.25,-1.525,0.148,-1.42,0.3,,0.142,0.065,18.5164,5.138883076,0.0052,16.929,3.551483076,0.0074,16.6079,3.230383076,0.0053,15.3089,1.931383076,0.0,14.3885,1.010983076,0.0
R0001459,3201,Carretta,547791,154.4136708,-46.41514167,4737,-42,43,15.702,2.324483076,16.61,3.232483076,,,12.995,-0.382516924,4957.0,2.71,11.25,-1.512,0.145,-1.42,0.213,,0.33,,18.6171,5.239583076,0.0124,16.9852,3.607683076,0.0035,16.6705,3.292983076,0.0002,15.3444,1.966883076,0.0,14.4159,1.038383076,0.0
R0001566,3201,Carretta,548152,154.3601292,-46.41403056,4737,-42,43,12.911,-0.466516924,14.209,0.831483076,,,9.385,-3.992516924,4311.0,1.17,11.25,-1.507,0.178,-1.42,0.196,0.035,0.163,0.026,,,,,,,,,,12.4928,-0.884716924,0.0,11.3395,-2.038016924,0.0
R0001949,3201,Carretta,549944,154.3812125,-46.40962222,4737,-42,43,14.058,0.680483076,15.157,1.779483076,,,10.903,-2.474516924,4583.0,1.81,11.25,-1.479,0.127,-1.42,0.242,,-0.076,0.032,18.1218,4.744283076,0.0,15.8591,2.481583076,0.0138,15.219,1.841483076,0.0,13.6959,0.318383076,0.0,12.6472,-0.730316924,0.0
R0002101,3201,Carretta,550664,154.4269042,-46.40786389,4737,-42,43,14.721,1.343483076,15.691,2.313483076,,,11.86,-1.517516924,4754.0,2.23,11.25,-1.495,0.153,-1.42,,,0.073,,18.032,4.654483076,0.0067,16.2427,2.865183076,0.0073,15.7693,2.391783076,0.0011,14.3849,1.007383076,0.0,13.4358,0.058283076,0.0
R0002140,3201,Carretta,550783,154.4387042,-46.40758056,4737,-42,43,13.912,0.534483076,15.005,1.627483076,,,10.827,-2.550516924,4569.0,1.79,11.25,-1.506,0.17,-1.42,0.335,0.098,0.264,0.131,,,,,,,,,,13.571,0.193483076,0.0,12.5433,-0.834216924,0.0
R0002194,3201,Carretta,551068,154.3837167,-46.40679444,4737,-42,43,14.671,1.293483076,15.654,2.276483076,,,11.851,-1.526516924,4752.0,2.23,11.25,-1.523,0.222,-1.42,-0.086,,0.057,0.089,18.0008,4.623283076,0.0081,16.1206,2.743083076,0.0102,15.7518,2.374283076,0.003,14.3481,0.970583076,0.0,13.3968,0.019283076,0.0
R0002658,3201,Carretta,553560,154.4121,-46.40063333,4737,-42,43,13.015,-0.362516924,14.219,0.841483076,,,9.702,-3.675516924,4368.0,1.32,11.25,-1.573,0.133,-1.42,,,-0.116,0.041,17.8747,4.497183076,0.0307,,,,14.327,0.949483076,0.0,12.6322,-0.745316924,0.0,11.5312,-1.846316924,0.0
R0002948,3201,Carretta,555512,154.4208375,-46.39547778,4737,-42,43,13.378,0.000483076,14.565,1.187483076,,,10.089,-3.288516924,4437.0,1.47,11.25,-1.44,0.103,-1.42,0.079,0.141,0.387,0.057,18.0557,4.678183076,0.0086,15.6132,2.235683076,0.0032,14.6604,1.282883076,0.0,12.9976,-0.379916924,0.0,11.9138,-1.463716924,0.0
