epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.5020951054148957,0.0,0.44516077637672424,0.0,0.000196
2,0.21702606882357903,0.0,0.10128409889967818,0.0,0.00019208
3,0.08069103194467889,0.0,0.0855413816477123,0.0,0.0001882384
4,0.07108270553210631,0.0,0.08115844993214859,0.0,0.000184473632
5,0.06861204509563718,0.0,0.07786834922276045,0.0,0.00018078415936
6,0.06723718688746305,0.0,0.07625354042178706,0.0,0.00017716847617279998
7,0.06650711912921997,0.0,0.07485424103705507,0.0,0.00017362510664934398
8,0.0660371223412567,0.0,0.07534449457337981,0.0,0.0001701526045163571
9,0.06588581982974019,0.0,0.07430031903480229,0.0,0.00016674955242602997
10,0.06565174956646627,0.0,0.07282520654170137,0.0,0.00016341456137750936
11,0.06562903462296593,0.0,0.07250987891303866,0.0,0.00016014627014995916
12,0.0653785120525611,0.0,0.07271176137422261,0.0,0.00015694334474695997
13,0.06504279780022722,0.0,0.07446894637848202,0.0,0.00015380447785202076
14,0.06532791163447087,0.0,0.072279822591104,0.0,0.00015072838829498035
15,0.0649760019921018,0.0,0.07202503496879026,0.0,0.00014771382052908074
16,0.06497626089652495,0.0,0.07255347202482977,0.0,0.00014475954411849912
