epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,0.5979925120060741,0.0,0.16145211132733445,0.0,0.000196
2,0.0882384376383546,0.0,0.08298381982665314,0.0,0.00019208
3,0.06912275488521986,0.0,0.07888290678199969,0.0,0.0001882384
4,0.0668705468336001,0.0,0.07625930489678132,0.0,0.000184473632
5,0.06604656758170675,0.0,0.07595659047365189,0.0,0.00018078415936
6,0.06562896777807417,0.0,0.07444464603537007,0.0,0.00017716847617279998
7,0.065463025861217,0.0,0.07449264612637069,0.0,0.00017362510664934398
8,0.0650184279626476,0.0,0.07398389585708318,0.0,0.0001701526045163571
9,0.06496712413851749,0.0,0.07413446746374432,0.0,0.00016674955242602997
10,0.06477865055246805,0.0,0.07453011360607649,0.0,0.00016341456137750936
11,0.06476468888867096,0.0,0.07420268780306766,0.0,0.00016014627014995916
12,0.06474810962297448,0.0,0.07345792470793976,0.0,0.00015694334474695997
