epoch,train_loss,train_metric,val_loss,val_metric,learning_rate
1,1.0122364375850943,0.0,0.7445316368883307,0.0,0.0019399999999999999
2,0.6794041232897503,0.0,0.5363021709702231,0.0,0.0018817999999999999
3,0.499335510305839,0.0,0.39785180308602075,0.0,0.0018253459999999998
4,0.3772026364608566,0.0,0.31462043252858246,0.0,0.0017705856199999998
5,0.2971645148083715,0.0,0.26170394772833044,0.0,0.0017174680513999997
6,0.24400087586133787,0.0,0.2285748699849302,0.0,0.0016659440098579998
7,0.20873869601452705,0.0,0.2025437436320565,0.0,0.0016159656895622597
8,0.18751143900179626,0.0,0.18698458779941907,0.0,0.0015674867188753918
9,0.17279007669427607,0.0,0.18326738612218338,0.0,0.00152046211730913
10,0.16308400285716104,0.0,0.17571492493152618,0.0,0.001474848253789856
11,0.15416722191442359,0.0,0.16850870712236923,0.0,0.0014306028061761603
12,0.14622252139419611,0.0,0.16524255953051828,0.0,0.0013876847219908754
13,0.14134506320599283,0.0,0.16538674993948502,0.0,0.001346054180331149
14,0.1376703631612334,0.0,0.16486906463449652,0.0,0.0013056725549212146
15,0.13535950130017677,0.0,0.16304987804456192,0.0,0.0012665023782735781
16,0.13322871274287157,0.0,0.1601808084682985,0.0,0.0012285073069253707
17,0.1303502834669434,0.0,0.15661568668755618,0.0,0.0011916520877176095
18,0.12782910562092714,0.0,0.1567646251483397,0.0,0.0011559025250860813
19,0.12571377598560682,0.0,0.1583807346495715,0.0,0.0011212254493334988
20,0.12322456891288852,0.0,0.1570787118239836,0.0,0.0010875886858534938
21,0.12119487093964426,0.0,0.15998589586127887,0.0,0.001054961025277889
22,0.11959587030186511,0.0,0.15990710664879193,0.0,0.0010233121945195523
23,0.11834326858567719,0.0,0.15640520778569308,0.0,0.0009926128286839658
